Run,Level,Steps,SolutionObjects,Mirrors,Refractors,RuleTransitions,Decoys,TotalObjects,GridWidth,GridHeight,Cl,Ch,Ci,MID,Solved,SolvePhase,SearchNodes,SearchTimeMs,TotalPlacements,InPlaceRotations,Relocations,ExecutionTimeMs,SweepIterations,SweepRelocations,Solve Time (×1000 ms),GenerationTimeMs
225,109,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,21,18.07,2,2,0,10167.48,12,0,10490.23,11.23
226,110,4,3,1,2,1,2,5,16,16,0.0195,0.5,0.6667,0.2931,1,Sweep-S1,599,31.25,3,3,0,15266.6,5,0,15602.05,11.23
227,111,5,4,3,1,2,2,6,16,16,0.0234,0.6667,0.25,0.2617,0,Sweep,37058,2181.15,3,3,0,24061.52,121,0,26550.29,11.23
228,111,6,5,0,5,0,2,7,16,16,0.0273,0,1,0.2137,0,Sweep,41229,2406.25,6,6,0,38297.36,115,0,41012.7,12.7
229,111,7,6,4,2,2,2,8,16,16,0.0313,0.4,0.3333,0.2023,0,1A,262763,8004.88,0,0,0,9542.97,97,0,17848.63,11.23
230,111,8,6,4,2,2,2,8,16,16,0.0313,0.4,0.3333,0.2023,0,Sweep,396600,8024.41,0,0,0,13011.72,133,0,21340.82,11.72
231,111,9,8,4,4,4,2,10,16,16,0.0391,0.5714,0.5,0.291,0,Sweep,810,24076.66,1,0,1,14279.79,105,1,38661.13,11.72
232,111,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,1,Sweep-S1,32837,1849.61,1,0,1,7069.82,4,0,9225.59,10.74
233,112,4,3,2,1,2,3,6,16,16,0.0234,1,0.3333,0.3784,0,Sweep,766,10822.75,1,0,1,7613.28,77,1,18742.68,11.72
234,112,5,4,0,4,0,3,7,16,16,0.0273,0,1,0.2137,0,Sweep,820,13356.93,1,0,1,11138.18,115,1,24800.29,11.72
235,112,6,4,2,2,2,3,7,16,16,0.0273,0.6667,0.5,0.3137,0,Sweep,811,16488.28,1,0,1,13465.82,106,1,30262.7,10.74
236,112,7,6,3,3,2,3,9,16,16,0.0352,0.4,0.5,0.2376,1,1B,1,9.77,1,0,1,6770.02,0,0,7390.63,10.74
237,113,8,6,6,0,0,3,9,16,16,0.0352,0,0,0.0176,0,Sweep,369400,8007.81,0,0,0,12065.43,122,0,20375.49,11.23
238,113,9,7,6,1,2,3,10,16,16,0.0391,0.3333,0.1429,0.1481,0,1A,295655,8024.9,0,0,0,15610.35,158,0,23942.87,11.23
239,113,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,0,Sweep,778,13774.41,1,0,1,9760.74,73,1,23844.73,11.72
240,113,4,3,2,1,1,4,7,16,16,0.0273,0.5,0.3333,0.2303,1,Sweep-S1,6,9.28,1,0,1,6872.56,5,0,7190.92,11.23
241,114,5,3,1,2,1,4,7,16,16,0.0273,0.5,0.6667,0.297,1,Sweep-S1,6,10.25,1,0,1,6099.61,5,0,6415.04,10.74
242,115,6,5,4,1,1,4,9,16,16,0.0352,0.25,0.2,0.1326,1,Sweep-S1,13,8.3,1,1,0,5195.31,3,0,5508.3,12.21
243,116,7,6,2,4,3,4,10,16,16,0.0391,0.6,0.6667,0.3329,0,Sweep,372000,8000.98,0,0,0,11343.26,115,0,19646.97,11.23
244,116,8,6,6,0,0,4,10,16,16,0.0391,0,0,0.0195,0,Sweep,810,13112.79,1,0,1,10294.43,105,1,23712.4,11.72
245,116,9,8,5,3,3,4,12,16,16,0.0469,0.4286,0.375,0.227,0,Sweep,125,28.81,1,0,1,19399.9,116,0,19730.47,10.74
246,116,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,21,18.07,2,2,0,11099.61,12,0,11424.32,11.23
247,117,4,3,2,1,2,0,3,16,16,0.0117,1,0.3333,0.3725,0,Sweep,145,17.09,3,3,0,20562.99,72,0,20884.28,10.74
248,117,5,4,3,1,1,0,4,16,16,0.0156,0.3333,0.25,0.1578,0,Sweep,766,9636.72,1,0,1,6110.35,61,1,16051.76,10.74
249,117,6,5,3,2,3,0,5,16,16,0.0195,0.75,0.4,0.3148,0,Sweep,4259,241.21,4,4,0,26668.95,88,0,27213.38,11.23
250,117,7,5,5,0,0,0,5,16,16,0.0195,0,0,0.0098,0,Sweep,33607,10093.75,0,0,0,17844.24,126,0,28241.21,10.74
251,117,8,4,3,1,1,0,4,16,16,0.0156,0.3333,0.25,0.1578,1,Sweep-S1,5,8.79,1,0,1,5899.9,4,0,6210.45,9.77
252,118,9,6,3,3,3,0,6,16,16,0.0234,0.6,0.5,0.2917,1,1B,1,9.28,1,0,1,7088.38,0,0,7709.47,13.18
253,119,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,1,Sweep-S1,19,8.3,1,1,0,5962.89,18,0,6278.32,11.72
254,120,4,3,2,1,1,1,4,16,16,0.0156,0.5,0.3333,0.2245,1,Sweep-S1,6,9.28,1,0,1,6876.95,5,0,7187.5,12.21
255,121,5,4,3,1,2,1,5,16,16,0.0195,0.6667,0.25,0.2598,0,Sweep,774,8462.4,1,0,1,6687.5,69,1,15456.05,12.21
256,121,6,4,1,3,1,1,5,16,16,0.0195,0.3333,0.75,0.2598,0,Sweep,1279,65.43,3,3,0,32643.55,182,0,33016.6,13.18
257,121,7,6,5,1,2,1,7,16,16,0.0273,0.4,0.1667,0.167,1,Sweep-S1,717,39.55,5,5,0,26636.72,68,0,26981.45,12.21
258,122,8,6,4,2,3,1,7,16,16,0.0273,0.6,0.3333,0.2603,0,Sweep,37053,1829.59,3,3,0,21420.41,106,0,23550.29,9.77
259,122,9,7,4,3,4,1,8,16,16,0.0313,0.6667,0.4286,0.3013,1,Sweep-S1,25,8.79,1,0,1,8687.01,24,0,9002.44,9.77
260,123,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,0,Sweep,730,7022.46,1,0,1,5480.96,57,1,12809.57,10.25
261,123,4,3,2,1,1,2,5,16,16,0.0195,0.5,0.3333,0.2264,1,Sweep-S1,5,7.81,1,0,1,7014.16,4,0,7329.1,10.25
262,124,5,4,2,2,1,2,6,16,16,0.0234,0.3333,0.5,0.2117,0,Sweep,782,7453.61,1,0,1,7420.41,77,1,15176.76,10.25
263,124,6,5,4,1,1,2,7,16,16,0.0273,0.25,0.2,0.1287,1,Sweep-S1,4227,256.35,6,6,0,36819.82,58,0,37382.32,10.25
264,125,7,6,4,2,3,2,8,16,16,0.0313,0.6,0.3333,0.2623,1,Sweep-S1,249600,8002.93,0,0,0,3125.98,30,0,11430.18,13.18
265,126,8,6,5,1,2,2,8,16,16,0.0313,0.4,0.1667,0.169,1,1B,1,8.3,1,0,1,7816.9,0,0,8434.08,10.74
266,127,9,8,6,2,1,2,10,16,16,0.0391,0.1429,0.25,0.1124,1,Sweep-S1,6,9.28,1,0,1,6607.42,5,0,6922.36,10.74
267,128,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,1,Trivial,0,0,0,0,0,0,0,0,302.25,10.25
268,129,4,3,2,1,2,3,6,16,16,0.0234,1,0.3333,0.3784,1,Sweep-S1,65566,3437.99,4,4,0,27584.47,21,0,31327.64,11.23
269,130,5,3,3,0,0,3,6,16,16,0.0234,0,0,0.0117,1,1B,1,8.3,1,0,1,5453.13,0,0,6068.36,10.74
270,131,6,5,4,1,1,3,8,16,16,0.0313,0.25,0.2,0.1306,1,1B,1,8.3,1,0,1,6819.34,0,0,7436.04,9.77
271,132,7,3,2,1,1,3,6,16,16,0.0234,0.5,0.3333,0.2284,1,1B,1,8.79,1,0,1,6577.15,0,0,7191.41,10.74
272,133,8,7,5,2,2,3,10,16,16,0.0391,0.3333,0.2857,0.1767,0,Sweep,814,23316.41,1,0,1,14738.77,109,1,38360.84,10.74
273,133,9,8,7,1,2,3,11,16,16,0.043,0.2857,0.125,0.1322,0,Sweep,212,83.98,2,0,2,29801.76,146,0,30193.36,9.77
274,133,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,0,Sweep,262219,8000.49,0,0,0,6385.25,66,0,14688.96,10.25
275,133,4,3,2,1,2,4,7,16,16,0.0273,1,0.3333,0.3803,1,Sweep-S1,86,15.14,4,4,0,18902.34,4,0,19223.63,10.74
276,134,5,4,2,2,3,4,8,16,16,0.0313,1,0.5,0.4156,1,Sweep-S1,8,9.28,1,0,1,8349.12,7,0,8664.06,9.77
277,135,6,4,3,1,2,4,8,16,16,0.0313,0.6667,0.25,0.2656,0,Sweep,408400,8000.49,0,0,0,10576.66,107,0,18883.3,10.25
278,135,7,6,2,4,3,4,10,16,16,0.0391,0.6,0.6667,0.3329,0,Sweep,393600,8002.44,0,0,0,10157.71,105,0,18460.45,10.74
279,135,8,5,1,4,2,4,9,16,16,0.0352,0.5,0.8,0.3276,0,Sweep,168,7.32,1,1,0,20932.13,150,0,21243.16,10.25
280,135,9,8,5,3,5,4,12,16,16,0.0469,0.7143,0.375,0.3127,1,Sweep-S1,14,8.3,1,0,1,8133.3,13,0,8446.78,10.25
281,136,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,5,7.81,1,0,1,8048.83,4,0,8360.84,9.28
282,137,4,3,2,1,1,0,3,16,16,0.0117,0.5,0.3333,0.2225,1,Sweep-S1,8,10.25,1,0,1,7858.4,7,0,8173.34,10.74
283,138,5,4,1,3,1,0,4,16,16,0.0156,0.3333,0.75,0.2578,1,1B,1,8.3,1,0,1,7834.96,0,0,8451.66,10.74
284,139,6,5,4,1,2,0,5,16,16,0.0195,0.5,0.2,0.1998,1,Trivial,0,0,0,0,0,0,0,0,301.76,9.77
285,140,7,5,4,1,2,0,5,16,16,0.0195,0.5,0.2,0.1998,0,Sweep,1114,42.48,3,3,0,22562.01,80,0,22909.67,9.77
286,140,8,7,7,0,0,0,7,16,16,0.0273,0,0,0.0137,1,1B,1,8.3,1,0,1,7570.31,0,0,8183.59,9.77
287,141,9,7,3,4,2,0,7,16,16,0.0273,0.3333,0.5714,0.228,0,Sweep,352000,8005.37,0,0,0,7245.12,74,0,15552.25,10.25
288,141,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,1,Sweep-S1,6,7.81,1,1,0,6264.65,4,0,6576.66,10.25
289,142,4,3,1,2,2,1,4,16,16,0.0156,1,0.6667,0.4411,0,Sweep,154,14.65,4,4,0,25347.17,80,0,25664.55,10.25
290,142,5,4,4,0,0,1,5,16,16,0.0195,0,0,0.0098,0,Sweep,774,13459.47,1,0,1,6776.37,69,1,20539.55,10.25
291,142,6,5,5,0,0,1,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,5,10.25,1,0,1,7773.44,4,0,8086.91,10.25
292,143,7,6,3,3,3,1,7,16,16,0.0273,0.6,0.5,0.2937,0,Sweep,70890,3975.1,6,6,0,43128.42,161,0,47411.13,11.23
293,143,8,5,4,1,2,1,6,16,16,0.0234,0.5,0.2,0.2017,1,Sweep-S1,8,8.79,1,0,1,8245.12,7,0,8560.55,10.74
294,144,9,6,4,2,2,1,7,16,16,0.0273,0.4,0.3333,0.2003,1,Sweep-S1,6,8.3,1,0,1,10708.98,5,0,11018.55,10.25
295,145,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,0,Sweep,762,6903.32,1,0,1,5515.63,57,1,12719.73,10.25
296,145,4,3,2,1,2,2,5,16,16,0.0195,1,0.3333,0.3764,0,Sweep,747,52.73,3,3,0,24678.22,98,0,25034.67,10.25
297,145,5,4,2,2,3,2,6,16,16,0.0234,1,0.5,0.4117,0,Sweep,262336,8005.37,0,0,0,12514.65,127,0,20826.17,10.74
298,145,6,5,4,1,1,2,7,16,16,0.0273,0.25,0.2,0.1287,0,Sweep,66203,3105.96,4,4,0,32109.86,145,0,35520.02,10.25
299,145,7,5,5,0,0,2,7,16,16,0.0273,0,0,0.0137,0,Sweep,33457,1738.77,5,5,0,34115.23,112,0,36155.76,10.74
300,145,8,7,4,3,1,2,9,16,16,0.0352,0.1667,0.4286,0.1533,0,Sweep,806,20450.2,1,0,1,13499.51,101,1,34250.49,10.25
301,145,9,7,2,5,3,2,9,16,16,0.0352,0.5,0.7143,0.3104,1,Sweep-S1,65647,3277.83,4,4,0,21181.64,45,0,24760.25,10.74
302,146,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,1,1B,1,8.79,1,0,1,6805.18,0,0,7418.46,9.77
303,147,4,3,1,2,1,3,6,16,16,0.0234,0.5,0.6667,0.2951,1,Sweep-S1,8,8.3,1,0,1,7809.08,7,0,8120.61,10.25
304,148,5,4,2,2,1,3,7,16,16,0.0273,0.3333,0.5,0.2137,0,Sweep,811,16505.86,1,0,1,13101.07,106,1,29909.67,9.77
305,148,6,5,3,2,3,3,8,16,16,0.0313,0.75,0.4,0.3206,0,Sweep,722,36.13,3,3,0,25476.07,120,0,25815.92,10.25
306,148,7,6,2,4,4,3,9,16,16,0.0352,0.8,0.6667,0.3909,0,Sweep,423400,8005.86,0,0,0,12554.2,126,0,20866.21,9.77
307,148,8,6,4,2,4,3,9,16,16,0.0352,0.8,0.3333,0.3242,1,Sweep-S1,179000,8005.37,0,0,0,344.73,3,0,8654.79,12.7
308,149,9,7,3,4,1,3,10,16,16,0.0391,0.1667,0.5714,0.1838,0,Sweep,426200,8011.23,0,0,0,14192.87,145,0,22506.84,13.67
309,149,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,69,8.79,1,1,0,5081.06,4,0,5396.97,10.74
310,150,4,3,1,2,1,4,7,16,16,0.0273,0.5,0.6667,0.297,1,Sweep-S1,676,36.62,5,5,0,26551.76,25,0,26896,10.25
311,151,5,4,2,2,1,4,8,16,16,0.0313,0.3333,0.5,0.2156,0,Sweep,597400,8005.86,0,0,0,21380.86,217,0,29687.99,10.25
312,151,6,3,1,2,1,4,7,16,16,0.0273,0.5,0.6667,0.297,0,Sweep,812,16486.82,1,0,1,13310.06,107,1,30099.12,10.25
313,151,7,6,3,3,3,4,10,16,16,0.0391,0.6,0.5,0.2995,1,1B,1,8.3,1,0,1,7292.48,0,0,7909.18,10.74
314,152,8,7,6,1,2,4,11,16,16,0.043,0.3333,0.1429,0.1501,1,Trivial,0,0,0,0,0,0,0,0,306.64,10.25
315,153,9,6,6,0,0,4,10,16,16,0.0391,0,0,0.0195,0,Sweep,408000,8002.44,0,0,0,10057.13,102,0,18359.86,9.77
316,153,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,21,15.14,2,2,0,11106.45,12,0,11424.32,9.77
317,154,4,3,3,0,0,0,3,16,16,0.0117,0,0,0.0059,1,Sweep-S1,37,7.81,1,1,0,9019.04,36,0,9333.5,9.77
318,155,5,3,1,2,1,0,3,16,16,0.0117,0.5,0.6667,0.2892,0,Sweep,758,8844.73,1,0,1,5238.77,53,1,14391.11,12.7
319,155,6,5,3,2,2,0,5,16,16,0.0195,0.5,0.4,0.2398,0,Sweep,1209,64.45,4,4,0,29129.88,111,0,29499.51,12.7
320,155,7,5,4,1,2,0,5,16,16,0.0195,0.5,0.2,0.1998,1,1B,32777,1846.19,1,0,1,6391.11,0,0,8841.8,14.65
321,156,8,6,3,3,3,0,6,16,16,0.0234,0.6,0.5,0.2917,0,Sweep,778,14290.04,1,0,1,9365.72,73,1,23956.05,12.7
322,156,9,7,5,2,2,0,7,16,16,0.0273,0.3333,0.2857,0.1708,0,Sweep,388600,8005.86,0,0,0,9810.55,100,0,18116.21,11.23
323,156,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,1,Sweep-S1,525,33.2,1,0,1,9005.86,4,0,9346.19,10.25
324,157,4,3,2,1,1,1,4,16,16,0.0156,0.5,0.3333,0.2245,0,Sweep,762,6810.55,1,0,1,5396.97,57,1,12513.67,10.25
325,157,5,4,1,3,2,1,5,16,16,0.0195,0.6667,0.75,0.3598,0,Sweep,4774,234.86,4,4,0,24704.59,91,0,25242.19,10.25
326,157,6,5,5,0,0,1,6,16,16,0.0234,0,0,0.0117,0,Sweep,37044,2100.1,3,3,0,33430.18,114,0,35834.47,10.74
327,157,7,5,4,1,2,1,6,16,16,0.0234,0.5,0.2,0.2017,1,Sweep-S1,78,7.81,1,1,0,5518.56,4,0,5828.61,9.77
328,158,8,7,2,5,4,1,8,16,16,0.0313,0.6667,0.7143,0.3585,0,Sweep,453000,8004.88,0,0,0,12831.54,131,0,21142.58,10.74
329,158,9,5,4,1,2,1,6,16,16,0.0234,0.5,0.2,0.2017,0,Sweep,36994,2021.97,3,3,0,25384.77,121,0,27708.5,12.21
330,158,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,21,15.63,3,3,0,14258.79,12,0,14579.59,10.25
331,159,4,3,1,2,2,2,5,16,16,0.0195,1,0.6667,0.4431,1,1B,1,8.79,1,0,1,6850.1,0,0,7465.33,10.74
332,160,5,3,0,3,0,2,5,16,16,0.0195,0,1,0.2098,1,Sweep-S1,32784,1630.37,1,0,1,5979,7,0,7913.57,10.25
333,161,6,4,2,2,3,2,6,16,16,0.0234,1,0.5,0.4117,1,Sweep-S1,8,8.3,1,0,1,8261.72,7,0,8573.24,9.77
334,162,7,4,2,2,1,2,6,16,16,0.0234,0.3333,0.5,0.2117,1,Sweep-S1,6,7.81,1,0,1,6620.12,5,0,6932.62,10.74
335,163,8,7,4,3,3,2,9,16,16,0.0352,0.5,0.4286,0.2533,0,Sweep,806,13918.46,1,0,1,12474.61,101,1,26694.34,10.74
336,163,9,7,4,3,3,2,9,16,16,0.0352,0.5,0.4286,0.2533,0,1A,332464,8002.93,0,0,0,16878.91,175,0,25184.57,9.77
337,163,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,1,Sweep-S1,6,7.32,1,1,0,5776.86,4,0,6089.36,10.25
338,164,4,3,2,1,1,3,6,16,16,0.0234,0.5,0.3333,0.2284,0,Sweep,780,13682.62,1,0,1,9568.85,75,1,23552.25,9.28
339,164,5,4,3,1,1,3,7,16,16,0.0273,0.3333,0.25,0.1637,0,Sweep,4285,207.52,5,5,0,38775.88,122,0,39288.57,10.74
340,164,6,5,1,4,1,3,8,16,16,0.0313,0.25,0.8,0.2506,0,Sweep,435600,8005.86,0,0,0,13864.26,141,0,22178.22,12.7
341,164,7,4,2,2,3,3,7,16,16,0.0273,1,0.5,0.4137,0,Sweep,9385,538.09,6,6,0,42484.86,104,0,43324.71,12.7
342,164,8,7,4,3,4,3,10,16,16,0.0391,0.6667,0.4286,0.3052,0,Sweep,4827,213.38,3,3,0,28221.68,153,0,28735.35,10.74
343,164,9,5,3,2,2,3,8,16,16,0.0313,0.5,0.4,0.2456,1,1B,1,9.28,1,0,1,4358.4,0,0,4974.12,13.18
344,165,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,21,32.23,3,3,0,13796.39,12,0,14135.74,12.7
345,166,4,3,1,2,1,4,7,16,16,0.0273,0.5,0.6667,0.297,0,Sweep,1187,71.29,6,6,0,40571.78,88,0,40944.34,45.41
346,166,5,3,1,2,2,4,7,16,16,0.0273,1,0.6667,0.447,1,Sweep-S1,5,8.79,1,0,1,6593.75,4,0,6905.76,398.44
347,167,6,5,3,2,1,4,9,16,16,0.0352,0.25,0.4,0.1726,0,Sweep,73929,3901.86,5,5,0,33184.57,128,0,37389.16,9.77
348,167,7,5,3,2,3,4,9,16,16,0.0352,0.75,0.4,0.3226,0,Sweep,4885,245.12,4,4,0,45075.68,212,0,45621.09,10.25
349,167,8,7,3,4,5,4,11,16,16,0.043,0.8333,0.5714,0.3858,1,Sweep-S2,725,18275.88,1,0,1,16543.46,20,1,35123.05,10.74
350,168,9,8,7,1,2,4,12,16,16,0.0469,0.2857,0.125,0.1342,0,Sweep,32968,1688.97,2,0,2,35536.62,198,0,37526.37,10.74
351,168,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,5,8.3,1,0,1,6538.09,4,0,6847.66,9.77
352,169,4,3,1,2,1,0,3,16,16,0.0117,0.5,0.6667,0.2892,0,Sweep,90,18.07,3,3,0,19728.52,72,0,20049.8,9.77
353,169,5,4,2,2,3,0,4,16,16,0.0156,1,0.5,0.4078,0,Sweep,1220,53.71,3,3,0,26556.15,122,0,26917.48,10.25
354,169,6,4,1,3,2,0,4,16,16,0.0156,0.6667,0.75,0.3578,0,Sweep,606,28.32,2,2,0,17530.27,76,0,17863.28,9.77
355,169,7,5,3,2,2,0,5,16,16,0.0195,0.5,0.4,0.2398,0,Sweep,358,16.11,3,3,0,39270.02,213,0,39592.29,9.77
356,169,8,4,3,1,2,0,4,16,16,0.0156,0.6667,0.25,0.2578,0,Sweep,766,7887.7,1,0,1,5942.87,61,1,14131.84,9.77
357,169,9,5,4,1,1,0,5,16,16,0.0195,0.25,0.2,0.1248,0,Sweep,774,12214.84,1,0,1,9055.66,69,1,21579.59,11.23
358,169,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,1,Sweep-S1,13,7.81,1,1,0,5778.32,4,0,6086.91,9.77
359,170,4,3,3,0,0,1,4,16,16,0.0156,0,0,0.0078,1,Trivial,0,0,0,0,0,0,0,0,300.29,9.77
360,171,5,3,2,1,2,1,4,16,16,0.0156,1,0.3333,0.3745,1,Sweep-S1,5,9.28,1,0,1,7328.13,4,0,7641.6,9.28
361,172,6,4,2,2,1,1,5,16,16,0.0195,0.3333,0.5,0.2098,1,Sweep-S1,5,9.28,1,0,1,7834.96,4,0,8146.48,12.21
362,173,7,6,3,3,3,1,7,16,16,0.0273,0.6,0.5,0.2937,0,1A,299189,8007.32,0,0,0,11327.64,115,0,19638.18,12.21
363,173,8,5,3,2,3,1,6,16,16,0.0234,0.75,0.4,0.3167,1,1B,1,11.23,1,0,1,8075.2,0,0,8696.29,12.7
364,174,9,8,3,5,4,1,9,16,16,0.0352,0.5714,0.625,0.314,1,1A,9,7.32,1,1,0,5995.12,0,0,6609.86,12.21
365,175,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,0,Sweep,770,7734.38,1,0,1,6435.55,65,1,14476.07,9.77
366,175,4,3,2,1,1,2,5,16,16,0.0195,0.5,0.3333,0.2264,1,Sweep-S1,32,15.63,4,4,0,20586.43,21,0,20903.32,9.77
367,176,5,4,2,2,2,2,6,16,16,0.0234,0.6667,0.5,0.3117,0,Sweep,4853,243.16,3,3,0,28548.34,172,0,29099.12,10.25
368,176,6,5,2,3,3,2,7,16,16,0.0273,0.75,0.6,0.3587,0,Sweep,4698,243.16,4,4,0,24274.9,88,0,24822.75,14.16
369,176,7,3,3,0,0,2,5,16,16,0.0195,0,0,0.0098,1,1B,1,8.79,1,0,1,6013.18,0,0,6632.81,9.77
370,177,8,7,5,2,4,2,9,16,16,0.0352,0.6667,0.2857,0.2747,0,Sweep,514800,8003.42,0,0,0,16051.27,163,0,24356.93,9.77
371,177,9,7,5,2,4,2,9,16,16,0.0352,0.6667,0.2857,0.2747,0,Sweep,841,18520.51,1,0,1,16466.8,136,1,35288.09,10.25
372,177,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,0,Sweep,770,12908.2,1,0,1,6167.48,65,1,19378.91,10.74
373,177,4,3,3,0,0,3,6,16,16,0.0234,0,0,0.0117,1,Sweep-S2,737,11279.79,1,0,1,3316.41,32,1,14904.3,10.25
374,178,5,4,3,1,2,3,7,16,16,0.0273,0.6667,0.25,0.2637,0,1A,295035,8001.95,0,0,0,11155.76,114,0,19464.84,10.25
375,178,6,3,0,3,0,3,6,16,16,0.0234,0,1,0.2117,1,Sweep-S1,6,8.3,1,0,1,9352.05,5,0,9660.65,9.77
376,179,7,6,3,3,3,3,9,16,16,0.0352,0.6,0.5,0.2976,0,Sweep,483000,8002.93,0,0,0,14763.18,147,0,23073.73,9.77
377,179,8,6,4,2,4,3,9,16,16,0.0352,0.8,0.3333,0.3242,0,1A,267396,8006.84,0,0,0,11029.3,114,0,19337.89,10.74
378,179,9,7,4,3,5,3,10,16,16,0.0391,0.8333,0.4286,0.3552,0,Sweep,557800,8007.81,0,0,0,19122.56,194,0,27436.52,10.25
379,179,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,21,15.63,5,5,0,25470.7,12,0,25791.02,10.25
380,180,4,3,2,1,2,4,7,16,16,0.0273,1,0.3333,0.3803,1,Sweep-S1,4181,224.61,4,4,0,24212.89,20,0,24741.21,9.77
381,181,5,4,2,2,1,4,8,16,16,0.0313,0.3333,0.5,0.2156,0,Sweep,245,16.6,7,7,0,45106.93,107,0,45428.22,10.25
382,181,6,3,2,1,1,4,7,16,16,0.0273,0.5,0.3333,0.2303,0,Sweep,812,14612.3,1,0,1,13193.36,107,1,28106.93,11.72
383,181,7,6,5,1,1,4,10,16,16,0.0391,0.2,0.1667,0.1129,0,1A,299274,8002.44,0,0,0,19013.67,193,0,27319.82,11.72
384,181,8,6,2,4,2,4,10,16,16,0.0391,0.4,0.6667,0.2729,1,Sweep-S1,5,10.74,1,0,1,6622.56,4,0,6937.99,11.72
385,182,9,7,5,2,2,4,11,16,16,0.043,0.3333,0.2857,0.1786,1,Sweep-S1,5,10.74,1,0,1,5375,4,0,5687.5,10.74
386,183,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,19,12.7,1,1,0,6491.21,18,0,6805.66,10.74
387,184,4,3,1,2,1,0,3,16,16,0.0117,0.5,0.6667,0.2892,0,Sweep,181,17.58,3,3,0,21604.49,92,0,21928.71,10.74
388,184,5,4,3,1,1,0,4,16,16,0.0156,0.3333,0.25,0.1578,1,Sweep-S1,5,9.77,1,0,1,6623.05,4,0,6934.57,10.74
389,185,6,5,5,0,0,0,5,16,16,0.0195,0,0,0.0098,0,Sweep,735,31.25,3,3,0,32414.06,206,0,32749.02,10.74
390,185,7,6,6,0,0,0,6,16,16,0.0234,0,0,0.0117,0,Sweep,820,40.04,3,3,0,34279.3,178,0,34625.98,10.74
391,185,8,4,3,1,1,0,4,16,16,0.0156,0.3333,0.25,0.1578,1,Sweep-S1,8,8.79,1,0,1,9271.48,7,0,9590.82,10.74
392,186,9,6,4,2,4,0,6,16,16,0.0234,0.8,0.3333,0.3184,0,Sweep,262291,8005.86,0,0,0,7964.84,82,0,16270.51,11.72
393,186,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,1,1B,1,9.77,1,0,1,7285.16,0,0,7905.27,10.74
394,187,4,3,3,0,0,1,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,37,8.79,1,1,0,9569.34,36,0,9882.81,10.74
395,188,5,4,3,1,2,1,5,16,16,0.0195,0.6667,0.25,0.2598,0,Sweep,164,9.77,1,1,0,14986.33,90,0,15297.85,10.74
396,188,6,4,2,2,2,1,5,16,16,0.0195,0.6667,0.5,0.3098,1,Sweep-S1,8,9.77,1,0,1,7887.7,7,0,8205.08,10.74
397,189,7,6,3,3,2,1,7,16,16,0.0273,0.4,0.5,0.2337,1,Sweep-S1,25,8.79,1,0,1,12113.28,24,0,12428.71,11.72
398,190,8,5,3,2,1,1,6,16,16,0.0234,0.25,0.4,0.1667,1,Sweep-S1,6,8.79,1,0,1,6853.52,5,0,7168.95,9.77
399,191,9,8,5,3,5,1,9,16,16,0.0352,0.7143,0.375,0.3069,1,Sweep-S3,313600,8001.95,0,0,0,7085.94,72,0,15394.53,9.77
400,192,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,19,7.81,1,1,0,6468.75,18,0,6783.2,10.74
401,193,4,3,1,2,2,2,5,16,16,0.0195,1,0.6667,0.4431,1,Sweep-S1,32780,1662.11,1,0,1,5717.77,3,0,7687.5,9.77
